Fit results
,Deviator,norm,background
value,1.414E-01, 7.24136E+00, 4.71449E+00
error,0.000E+00, 1.58310E+00, 1.39019E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.17669E-01
background,-9.17669E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
2.923E+01, 1.608E+01, 7.000E+00,  , 3.000E+00,  
1.511E+01, 1.192E+01, 7.800E+00, L, 3.400E+00,  
5.049E+00, 5.412E+00, 8.460E+00,  , 3.840E+00, L
1.207E+00, 1.404E+00, 9.406E+00, L, 4.168E+00,  
3.316E-01, 1.050E-01, 9.406E+00,T , 4.412E+00,  
2.573E-01, 7.848E-02, 9.005E+00,  , 4.503E+00,  
2.348E-01,-3.128E-03, 8.005E+00, L, 4.660E+00,  
1.570E-01, 2.923E-02, 7.104E+00, L, 4.770E+00,  
1.411E-01, 1.443E-03, 7.320E+00,  , 4.708E+00,  
2.132E-01,-1.337E-02, 7.617E+00,  , 4.681E+00,  
1.638E-01, 4.032E-02, 6.755E+00, L, 4.803E+00,  
1.414E-01,, 7.241E+00,  , 4.714E+00,  
