Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
20.587,20.587,1.0,0.0131,17.332,1.3135,0.0161,1.1878,1.3135,0.0236
20.587,20.211,0.972,0.0196,17.332,1.3135,0.0161,1.1661,1.2767,0.0301
20.587,19.088,0.8835,0.017,17.332,1.3135,0.0161,1.1013,1.1605,0.0265
20.587,18.724,0.85,0.0207,17.332,1.3135,0.0161,1.0803,1.1165,0.0304
20.587,18.066,0.804,0.0206,17.332,1.3135,0.0161,1.0423,1.0561,0.03
20.587,17.604,0.785,0.0187,17.332,1.3135,0.0161,1.0157,1.0311,0.0276
20.587,16.724,0.6935,0.0228,17.332,1.3135,0.0161,0.9649,0.9109,0.032
20.211,20.587,1.015,0.0243,17.332,1.277,0.0187,1.1878,1.2962,0.0364
20.211,20.211,1.0,0.0168,17.332,1.277,0.0187,1.1661,1.277,0.0285
20.211,19.088,0.9025,0.0173,17.332,1.277,0.0187,1.1013,1.1525,0.0278
20.211,18.724,0.8755,0.0199,17.332,1.277,0.0187,1.0803,1.118,0.0302
20.211,18.066,0.822,0.0216,17.332,1.277,0.0187,1.0423,1.0497,0.0316
20.211,17.604,0.799,0.0185,17.332,1.277,0.0187,1.0157,1.0203,0.028
20.211,16.724,0.7155,0.0209,17.332,1.277,0.0187,0.9649,0.9137,0.0299
19.088,20.587,1.1255,0.0183,17.332,1.155,0.0164,1.1878,1.3,0.0281
19.088,20.211,1.1075,0.0183,17.332,1.155,0.0164,1.1661,1.2792,0.0279
19.088,19.088,1.0,0.0149,17.332,1.155,0.0164,1.1013,1.155,0.0238
19.088,18.724,0.9635,0.0206,17.332,1.155,0.0164,1.0803,1.1128,0.0286
19.088,18.066,0.9125,0.0199,17.332,1.155,0.0164,1.0423,1.0539,0.0274
19.088,17.604,0.892,0.018,17.332,1.155,0.0164,1.0157,1.0303,0.0254
19.088,16.724,0.7985,0.018,17.332,1.155,0.0164,0.9649,0.9223,0.0246
18.724,20.587,1.1805,0.0188,17.332,1.11,0.0219,1.1878,1.3104,0.0332
18.724,20.211,1.1435,0.0177,17.332,1.11,0.0219,1.1661,1.2693,0.0318
18.724,19.088,1.0355,0.0169,17.332,1.11,0.0219,1.1013,1.1494,0.0294
18.724,18.724,1.0,0.0184,17.332,1.11,0.0219,1.0803,1.11,0.0299
18.724,18.066,0.954,0.0194,17.332,1.11,0.0219,1.0423,1.0589,0.03
18.724,17.604,0.923,0.0179,17.332,1.11,0.0219,1.0157,1.0245,0.0283
18.724,16.724,0.824,0.0184,17.332,1.11,0.0219,0.9649,0.9146,0.0273
18.066,20.587,1.2325,0.0176,17.332,1.064,0.0195,1.1878,1.3114,0.0305
18.066,20.211,1.1995,0.0189,17.332,1.064,0.0195,1.1661,1.2763,0.0308
18.066,19.088,1.096,0.0173,17.332,1.064,0.0195,1.1013,1.1661,0.0282
18.066,18.724,1.048,0.0208,17.332,1.064,0.0195,1.0803,1.1151,0.0301
18.066,18.066,1.0,0.0171,17.332,1.064,0.0195,1.0423,1.064,0.0267
18.066,17.604,0.9735,0.0186,17.332,1.064,0.0195,1.0157,1.0358,0.0274
18.066,16.724,0.8685,0.0181,17.332,1.064,0.0195,0.9649,0.9241,0.0256
17.604,20.587,1.276,0.0162,17.332,1.025,0.0191,1.1878,1.3079,0.0295
17.604,20.211,1.2375,0.0191,17.332,1.025,0.0191,1.1661,1.2684,0.0307
17.604,19.088,1.127,0.0164,17.332,1.025,0.0191,1.1013,1.1552,0.0273
17.604,18.724,1.084,0.0209,17.332,1.025,0.0191,1.0803,1.1111,0.0298
17.604,18.066,1.0315,0.0195,17.332,1.025,0.0191,1.0423,1.0573,0.0281
17.604,17.604,1.0,0.016,17.332,1.025,0.0191,1.0157,1.025,0.0252
17.604,16.724,0.8975,0.0187,17.332,1.025,0.0191,0.9649,0.9199,0.0257
17.332,20.587,1.3135,0.0161,17.332,1.0,0.0178,1.1878,1.3135,0.0284
17.332,20.211,1.277,0.0187,17.332,1.0,0.0178,1.1661,1.277,0.0294
17.332,19.088,1.155,0.0164,17.332,1.0,0.0178,1.1013,1.155,0.0263
17.332,18.724,1.11,0.0219,17.332,1.0,0.0178,1.0803,1.11,0.0295
17.332,18.066,1.064,0.0195,17.332,1.0,0.0178,1.0423,1.064,0.0272
17.332,17.604,1.025,0.0191,17.332,1.0,0.0178,1.0157,1.025,0.0264
17.332,16.724,0.926,0.0181,17.332,1.0,0.0178,0.9649,0.926,0.0245
16.724,20.587,1.4225,0.0166,17.332,0.926,0.0181,1.1878,1.3172,0.03
16.724,20.211,1.3805,0.0182,17.332,0.926,0.0181,1.1661,1.2783,0.0301
16.724,19.088,1.253,0.0167,17.332,0.926,0.0181,1.1013,1.1603,0.0274
16.724,18.724,1.209,0.0197,17.332,0.926,0.0181,1.0803,1.1195,0.0285
16.724,18.066,1.152,0.0188,17.332,0.926,0.0181,1.0423,1.0668,0.0272
16.724,17.604,1.116,0.019,17.332,0.926,0.0181,1.0157,1.0334,0.0268
16.724,16.724,1.0,0.0169,17.332,0.926,0.0181,0.9649,0.926,0.0239
