Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
20.587,20.587,1.0,0.0131,18.724,1.1805,0.0188,1.0995,1.1805,0.0243
20.587,20.211,0.972,0.0196,18.724,1.1805,0.0188,1.0794,1.1474,0.0295
20.587,19.088,0.8835,0.017,18.724,1.1805,0.0188,1.0194,1.043,0.0261
20.587,18.066,0.804,0.0206,18.724,1.1805,0.0188,0.9649,0.9491,0.0286
20.587,17.604,0.785,0.0187,18.724,1.1805,0.0188,0.9402,0.9267,0.0266
20.587,17.332,0.7585,0.0217,18.724,1.1805,0.0188,0.9257,0.8954,0.0293
20.587,16.724,0.6935,0.0228,18.724,1.1805,0.0188,0.8932,0.8187,0.0299
20.211,20.587,1.015,0.0243,18.724,1.1435,0.0177,1.0995,1.1607,0.0331
20.211,20.211,1.0,0.0168,18.724,1.1435,0.0177,1.0794,1.1435,0.0261
20.211,19.088,0.9025,0.0173,18.724,1.1435,0.0177,1.0194,1.032,0.0254
20.211,18.066,0.822,0.0216,18.724,1.1435,0.0177,0.9649,0.94,0.0287
20.211,17.604,0.799,0.0185,18.724,1.1435,0.0177,0.9402,0.9137,0.0254
20.211,17.332,0.782,0.0204,18.724,1.1435,0.0177,0.9257,0.8942,0.0271
20.211,16.724,0.7155,0.0209,18.724,1.1435,0.0177,0.8932,0.8182,0.027
19.088,20.587,1.1255,0.0183,18.724,1.0355,0.0169,1.0995,1.1655,0.0268
19.088,20.211,1.1075,0.0183,18.724,1.0355,0.0169,1.0794,1.1468,0.0266
19.088,19.088,1.0,0.0149,18.724,1.0355,0.0169,1.0194,1.0355,0.0229
19.088,18.066,0.9125,0.0199,18.724,1.0355,0.0169,0.9649,0.9449,0.0257
19.088,17.604,0.892,0.018,18.724,1.0355,0.0169,0.9402,0.9237,0.024
19.088,17.332,0.858,0.0212,18.724,1.0355,0.0169,0.9257,0.8885,0.0263
19.088,16.724,0.7985,0.018,18.724,1.0355,0.0169,0.8932,0.8268,0.023
18.724,20.587,1.1805,0.0188,18.724,1.0,0.0184,1.0995,1.1805,0.0287
18.724,20.211,1.1435,0.0177,18.724,1.0,0.0184,1.0794,1.1435,0.0275
18.724,19.088,1.0355,0.0169,18.724,1.0,0.0184,1.0194,1.0355,0.0255
18.724,18.066,0.954,0.0194,18.724,1.0,0.0184,0.9649,0.954,0.0262
18.724,17.604,0.923,0.0179,18.724,1.0,0.0184,0.9402,0.923,0.0247
18.724,17.332,0.9035,0.021,18.724,1.0,0.0184,0.9257,0.9035,0.0268
18.724,16.724,0.824,0.0184,18.724,1.0,0.0184,0.8932,0.824,0.0238
18.066,20.587,1.2325,0.0176,18.724,0.954,0.0194,1.0995,1.1758,0.0292
18.066,20.211,1.1995,0.0189,18.724,0.954,0.0194,1.0794,1.1443,0.0294
18.066,19.088,1.096,0.0173,18.724,0.954,0.0194,1.0194,1.0456,0.0269
18.066,18.066,1.0,0.0171,18.724,0.954,0.0194,0.9649,0.954,0.0253
18.066,17.604,0.9735,0.0186,18.724,0.954,0.0194,0.9402,0.9287,0.0259
18.066,17.332,0.939,0.0208,18.724,0.954,0.0194,0.9257,0.8958,0.0269
18.066,16.724,0.8685,0.0181,18.724,0.954,0.0194,0.8932,0.8285,0.0241
17.604,20.587,1.276,0.0162,18.724,0.923,0.0179,1.0995,1.1777,0.0273
17.604,20.211,1.2375,0.0191,18.724,0.923,0.0179,1.0794,1.1422,0.0283
17.604,19.088,1.127,0.0164,18.724,0.923,0.0179,1.0194,1.0402,0.0252
17.604,18.066,1.0315,0.0195,18.724,0.923,0.0179,0.9649,0.9521,0.0258
17.604,17.604,1.0,0.016,18.724,0.923,0.0179,0.9402,0.923,0.0232
17.604,17.332,0.976,0.0199,18.724,0.923,0.0179,0.9257,0.9008,0.0253
17.604,16.724,0.8975,0.0187,18.724,0.923,0.0179,0.8932,0.8284,0.0236
17.332,20.587,1.3135,0.0161,18.724,0.9035,0.021,1.0995,1.1867,0.0312
17.332,20.211,1.277,0.0187,18.724,0.9035,0.021,1.0794,1.1538,0.0317
17.332,19.088,1.155,0.0164,18.724,0.9035,0.021,1.0194,1.0435,0.0284
17.332,18.066,1.064,0.0195,18.724,0.9035,0.021,0.9649,0.9613,0.0285
17.332,17.604,1.025,0.0191,18.724,0.9035,0.021,0.9402,0.9261,0.0276
17.332,17.332,1.0,0.0178,18.724,0.9035,0.021,0.9257,0.9035,0.0265
17.332,16.724,0.926,0.0181,18.724,0.9035,0.021,0.8932,0.8366,0.0254
16.724,20.587,1.4225,0.0166,18.724,0.824,0.0184,1.0995,1.1721,0.0295
16.724,20.211,1.3805,0.0182,18.724,0.824,0.0184,1.0794,1.1375,0.0295
16.724,19.088,1.253,0.0167,18.724,0.824,0.0184,1.0194,1.0325,0.0268
16.724,18.066,1.152,0.0188,18.724,0.824,0.0184,0.9649,0.9492,0.0263
16.724,17.604,1.116,0.019,18.724,0.824,0.0184,0.9402,0.9196,0.0258
16.724,17.332,1.0825,0.02,18.724,0.824,0.0184,0.9257,0.892,0.0259
16.724,16.724,1.0,0.0169,18.724,0.824,0.0184,0.8932,0.824,0.0231
