@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 12:59:45 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -8.38273E+01 -3.04687E+00  0.00000E+00
 -8.35782E+01  1.36977E+00  1.08145E+01
 -8.33291E+01  5.40642E+00  2.20791E-01
 -8.30800E+01  5.47630E+00  7.57800E+00
 -8.28309E+01  2.68083E+00  1.77725E-01
 -8.25818E+01 -1.72280E+00  2.67912E+00
 -8.23328E+01 -1.93081E+00  9.79383E-02
 -8.20837E+01 -1.87479E+00  2.14619E+00
 -8.18346E+01 -1.80043E+00  2.11950E+00
 -8.15855E+01  7.48954E-01  3.40407E+00
 -8.13364E+01  3.09398E+00  1.65161E+00
 -8.10873E+01 -8.05754E-01  2.60675E+00
 -8.08383E+01  1.27829E+00  1.63057E+00
 -8.05892E+01  4.71851E-01  2.92693E+00
 -8.03401E+01  1.50975E+00  1.29265E+00
 -8.00910E+01 -1.64344E+00  1.09117E+00
 -7.98419E+01 -3.31201E-01  2.03909E+00
 -7.95928E+01  6.37529E-02  2.00236E+00
 -7.93438E+01  1.53599E+00  2.26460E+00
 -7.90947E+01  1.54549E+00  1.64296E+00
 -7.88456E+01 -4.32797E-01  1.93130E+00
 -7.85965E+01 -1.59297E-01  1.47785E+00
 -7.83474E+01 -1.53471E+00  9.94472E-01
 -7.80983E+01 -1.02021E-01  1.85572E+00
 -7.78493E+01 -6.84085E-01  1.12410E+00
 -7.76002E+01 -1.92542E+00  1.02806E+00
 -7.73511E+01 -6.02180E-01  1.73703E+00
 -7.71020E+01 -5.86300E-01  1.37352E+00
 -7.68529E+01 -1.94196E-01  2.05817E+00
 -7.66038E+01  6.65398E-01  2.50063E+00
 -7.63548E+01  2.99461E+00  2.44234E+00
 -7.61057E+01  2.35860E+00  1.97122E+00
 -7.58566E+01  1.51054E+00  2.02662E+00
 -7.56075E+01 -6.33411E-01  1.45583E+00
 -7.53584E+01  1.76059E+00  2.53807E+00
 -7.51093E+01  7.54456E-01  1.17079E+00
 -7.48603E+01 -1.76403E+00  1.10006E+00
 -7.46112E+01 -8.64847E-01  1.71653E+00
 -7.43621E+01 -2.11965E+00  2.61748E-01
 -7.41130E+01 -7.28769E-01  2.32645E+00
 -7.38639E+01  3.68253E+00  2.52751E+00
 -7.36148E+01  3.79569E+00  2.31506E+00
 -7.33658E+01  5.02121E-02  1.38650E+00
 -7.31167E+01 -1.88048E+00  1.11628E+00
 -7.28676E+01 -7.89480E-01  1.71205E+00
 -7.26185E+01 -3.29047E-01  2.04065E+00
 -7.23694E+01 -6.71702E-01  1.40990E+00
 -7.21203E+01 -1.47935E+00  1.34181E+00
 -7.18713E+01 -1.10851E+00  1.02494E+00
 -7.16222E+01 -3.22213E-01  2.17325E+00
 -7.13731E+01  1.85477E+00  2.35924E+00
 -7.11240E+01  1.48678E+00  1.70586E+00
 -7.08749E+01 -1.96638E+00  1.13250E+00
 -7.06258E+01 -6.28139E-01  1.47951E+00
 -7.03768E+01 -1.26166E+00  1.40908E+00
 -7.01277E+01 -8.53230E-01  2.13199E+00
 -6.98786E+01  2.86597E+00  2.01917E+00
 -6.96295E+01 -2.37774E-02  1.66652E+00
 -6.93804E+01  8.92950E-01  1.95537E+00
 -6.91313E+01 -1.06867E+00  1.11428E+00
 -6.88823E+01  8.64578E-01  2.55861E+00
 -6.86332E+01  3.29869E+00  2.16491E+00
 -6.83841E+01  2.23145E-01  1.51768E+00
 -6.81350E+01 -5.72007E-01  1.92708E+00
 -6.78859E+01  3.30174E-02  2.20829E+00
 -6.76368E+01  2.21703E+00  1.77242E+00
 -6.73878E+01  1.96868E+00  3.53255E+00
 -6.71387E+01  5.30706E+00  2.47938E+00
 -6.68896E+01  1.45110E+00  1.40805E+00
 -6.66405E+01  1.02132E-01  2.74015E+00
 -6.63914E+01  3.03138E+00  1.99941E+00
 -6.61423E+01  1.28104E+00  2.09437E+00
 -6.58933E+01 -1.77327E-01  1.55134E+00
 -6.56442E+01 -1.49467E+00  1.35381E+00
 -6.53951E+01  1.50036E+00  2.38704E+00
 -6.51460E+01  2.96533E+00  2.45837E+00
 -6.48969E+01  7.21019E-01  1.36339E+00
 -6.46478E+01 -2.08718E+00  5.91937E-01
 -6.43988E+01  6.10943E-01  2.40987E+00
 -6.41497E+01  7.36356E-01  1.47313E+00
 -6.39006E+01 -1.09028E+00  1.86603E+00
 -6.36515E+01 -4.76470E-01  1.43285E+00
 -6.34024E+01  2.36876E-01  1.73652E+00
 -6.31533E+01  1.28030E-01  1.85402E+00
 -6.29043E+01 -1.02398E+00  1.07137E+00
 -6.26552E+01 -1.45210E+00  1.38202E+00
 -6.24061E+01 -8.59155E-01  2.13866E+00
 -6.21570E+01  1.95893E+00  2.05455E+00
 -6.19079E+01 -6.31124E-01  1.04567E+00
 -6.16588E+01  1.30667E+00  3.02706E+00
 -6.14098E+01  3.80642E+00  1.26962E+00
 -6.11607E+01 -1.90765E+00  1.35333E+00
 -6.09116E+01 -8.06245E-01  1.92636E+00
 -6.06625E+01  6.50463E-01  1.69008E+00
 -6.04134E+01  1.29099E-01  1.75675E+00
 -6.01643E+01 -4.35279E-01  1.18308E+00
 -5.99153E+01 -1.78605E-01  1.91263E+00
 -5.96662E+01  9.75958E-02  1.76471E+00
 -5.94171E+01 -1.62902E-01  1.95365E+00
 -5.91680E+01 -2.07453E-01  1.69503E+00
 -5.89189E+01  1.34833E+00  2.19166E+00
 -5.86698E+01  3.24279E-01  1.64969E+00
 -5.84208E+01  1.96279E+00  2.75217E+00
 -5.81717E+01  2.14388E+00  2.39790E+00
 -5.79226E+01  3.04268E+00  2.24021E+00
 -5.76735E+01  1.56082E+00  2.67405E+00
 -5.74244E+01  2.58837E+00  2.06772E+00
 -5.71753E+01  2.82652E+00  2.67160E+00
 -5.69263E+01  3.32553E+00  2.24971E+00
 -5.66772E+01  5.05495E-02  1.38192E+00
 -5.64281E+01 -5.31050E-01  1.98830E+00
 -5.61790E+01  3.70959E-01  1.53682E+00
 -5.59299E+01  1.09169E+00  2.20214E+00
 -5.56808E+01  8.27755E-02  1.89793E+00
 -5.54318E+01 -5.20842E-01  9.89846E-01
 -5.51827E+01 -3.32065E-01  1.73347E+00
 -5.49336E+01 -4.74344E-01  1.72638E+00
 -5.46845E+01 -8.53205E-01  1.67297E+00
 -5.44354E+01  7.77973E-01  2.15551E+00
 -5.41863E+01  1.99490E+00  2.36113E+00
 -5.39373E+01  1.56421E+00  2.22173E+00
 -5.36882E+01  1.52144E+00  2.04687E+00
 -5.34391E+01  3.36743E+00  2.87865E+00
 -5.31900E+01  3.86724E+00  2.07243E+00
 -5.29409E+01  6.07812E-01  2.31436E+00
 -5.26918E+01  8.92636E-01  1.72965E+00
 -5.24428E+01 -8.79723E-01  9.35853E-01
 -5.21937E+01 -8.52243E-01  1.89335E+00
 -5.19446E+01  1.78017E+00  2.56590E+00
 -5.16955E+01  4.01654E+00  2.13432E+00
 -5.14464E+01  6.35222E-01  1.69600E+00
 -5.11973E+01 -1.61899E+00  1.46573E+00
 -5.09483E+01  5.40237E-01  2.55457E+00
 -5.06992E+01  1.75859E+00  1.77493E+00
 -5.04501E+01  5.40143E-01  1.72873E+00
 -5.02010E+01  2.67419E+00  2.87671E+00
 -4.99519E+01  1.47764E+00  1.58165E+00
 -4.97028E+01  4.97236E-01  2.78467E+00
 -4.94538E+01  4.13511E+00  2.33397E+00
 -4.92047E+01  1.14491E+00  2.27862E+00
 -4.89556E+01  4.00848E+00  2.73460E+00
 -4.87065E+01  5.17238E-01  1.65551E+00
 -4.84574E+01  1.42159E+00  2.54960E+00
 -4.82083E+01  3.35228E+00  1.82393E+00
 -4.79593E+01  3.30120E-01  2.36582E+00
 -4.77102E+01  4.21443E+00  2.76339E+00
 -4.74611E+01  3.67758E+00  2.12372E+00
 -4.72120E+01  2.84912E+00  2.40454E+00
 -4.69629E+01  1.59554E+00  2.36450E+00
 -4.67138E+01  2.39622E+00  2.65463E+00
 -4.64648E+01  2.26928E+00  2.72434E+00
 -4.62157E+01  4.29882E+00  2.54252E+00
 -4.59666E+01  3.70657E+00  2.02346E+00
 -4.57175E+01  1.50689E+00  3.07434E+00
 -4.54684E+01  4.87376E+00  2.07385E+00
 -4.52193E+01  2.16729E+00  2.39625E+00
 -4.49703E+01  2.03457E+00  2.06595E+00
 -4.47212E+01  3.12324E+00  3.23144E+00
 -4.44721E+01  8.68104E+00  3.19708E+00
 -4.42230E+01  6.15291E+00  2.72707E+00
 -4.39739E+01  6.79407E+00  3.57500E+00
 -4.37248E+01  3.35635E+00  2.75353E+00
 -4.34758E+01  2.70178E+00  2.22212E+00
 -4.32267E+01  1.50649E+00  2.16774E+00
 -4.29776E+01  3.77027E+00  2.37655E+00
 -4.27285E+01  3.26993E+00  2.25312E+00
 -4.24794E+01  2.28214E+00  2.52257E+00
 -4.22303E+01  4.39236E+00  3.33545E+00
 -4.19813E+01  4.22808E+00  2.49974E+00
 -4.17322E+01  1.83515E+00  2.16720E+00
 -4.14831E+01  2.50221E+00  2.33060E+00
 -4.12340E+01  5.44984E+00  2.98513E+00
 -4.09849E+01  4.32209E+00  2.70507E+00
 -4.07358E+01  2.68997E+00  2.47991E+00
 -4.04868E+01  2.88974E+00  2.54359E+00
 -4.02377E+01  4.82280E+00  2.82779E+00
 -3.99886E+01  3.11223E+00  2.89428E+00
 -3.97395E+01  4.57912E+00  2.44879E+00
 -3.94904E+01  3.18625E+00  2.72702E+00
 -3.92413E+01  3.40561E+00  2.40487E+00
 -3.89923E+01  3.48572E+00  2.55133E+00
 -3.87432E+01  8.38009E+00  3.61351E+00
 -3.84941E+01  7.15037E+00  3.57330E+00
 -3.82450E+01  8.83145E+00  3.59605E+00
 -3.79959E+01  2.06847E+01  5.13593E+00
 -3.77468E+01  1.27970E+01  3.86042E+00
 -3.74978E+01  2.31262E+01  5.49184E+00
 -3.72487E+01  2.03729E+01  5.27234E+00
 -3.69996E+01  3.06732E+01  5.99487E+00
 -3.67505E+01  3.63529E+01  6.77858E+00
 -3.65014E+01  3.37435E+01  5.88505E+00
 -3.62523E+01  4.11983E+01  7.53085E+00
 -3.60033E+01  5.23149E+01  7.77101E+00
 -3.57542E+01  6.11846E+01  7.84968E+00
 -3.55051E+01  5.69515E+01  8.12547E+00
 -3.52560E+01  5.29666E+01  7.18926E+00
 -3.50069E+01  6.38065E+01  8.56321E+00
 -3.47578E+01  5.17580E+01  6.94675E+00
 -3.45088E+01  4.41083E+01  7.32349E+00
 -3.42597E+01  4.95195E+01  6.71678E+00
 -3.40106E+01  5.25161E+01  8.06660E+00
 -3.37615E+01  5.68573E+01  8.09159E+00
 -3.35124E+01  6.43037E+01  8.00054E+00
 -3.32633E+01  4.88336E+01  6.82026E+00
 -3.30143E+01  4.36871E+01  6.51122E+00
 -3.27652E+01  4.11655E+01  7.18998E+00
 -3.25161E+01  5.17923E+01  7.40943E+00
 -3.22670E+01  3.98438E+01  6.02388E+00
 -3.20179E+01  4.08164E+01  6.99340E+00
 -3.17688E+01  5.16288E+01  8.01327E+00
 -3.15198E+01  4.91964E+01  6.97032E+00
 -3.12707E+01  4.42468E+01  6.87795E+00
 -3.10216E+01  3.64120E+01  6.34044E+00
 -3.07725E+01  5.55666E+01  8.40527E+00
 -3.05234E+01  5.47614E+01  7.01622E+00
 -3.02743E+01  5.25863E+01  7.58478E+00
 -3.00253E+01  4.76309E+01  7.44250E+00
 -2.97762E+01  5.29164E+01  7.57095E+00
 -2.95271E+01  4.84970E+01  7.09319E+00
 -2.92780E+01  5.31717E+01  7.47771E+00
 -2.90289E+01  5.26438E+01  7.77118E+00
 -2.87798E+01  6.67640E+01  8.64310E+00
 -2.85308E+01  6.76262E+01  8.48403E+00
 -2.82817E+01  6.27998E+01  8.04402E+00
 -2.80326E+01  6.67584E+01  8.87312E+00
 -2.77835E+01  6.39024E+01  8.66525E+00
 -2.75344E+01  8.20611E+01  9.54463E+00
 -2.72853E+01  8.96536E+01  9.45814E+00
 -2.70363E+01  7.23232E+01  8.49996E+00
 -2.67872E+01  7.23373E+01  8.91277E+00
 -2.65381E+01  8.03200E+01  9.54420E+00
 -2.62890E+01  9.20614E+01  1.00916E+01
 -2.60399E+01  8.97065E+01  9.60509E+00
 -2.57908E+01  1.01301E+02  1.05128E+01
 -2.55418E+01  9.52164E+01  1.00840E+01
 -2.52927E+01  8.86064E+01  9.56289E+00
 -2.50436E+01  9.70559E+01  9.96745E+00
 -2.47945E+01  7.92416E+01  9.36090E+00
 -2.45454E+01  1.00072E+02  1.04692E+01
 -2.42963E+01  1.01383E+02  9.89640E+00
 -2.40473E+01  9.93760E+01  1.04058E+01
 -2.37982E+01  1.09015E+02  1.05969E+01
 -2.35491E+01  1.02923E+02  1.01072E+01
 -2.33000E+01  9.89970E+01  1.03832E+01
 -2.30509E+01  9.45707E+01  1.03226E+01
 -2.28019E+01  1.12883E+02  1.11927E+01
 -2.25528E+01  1.22590E+02  1.14308E+01
 -2.23037E+01  1.19605E+02  1.12233E+01
 -2.20546E+01  1.33028E+02  1.17293E+01
 -2.18055E+01  1.34891E+02  1.22024E+01
 -2.15564E+01  1.33235E+02  1.19808E+01
 -2.13074E+01  1.38654E+02  1.22655E+01
 -2.10583E+01  1.39341E+02  1.19001E+01
 -2.08092E+01  1.36466E+02  1.23495E+01
 -2.05601E+01  1.50666E+02  1.22403E+01
 -2.03110E+01  1.44143E+02  1.20559E+01
 -2.00619E+01  1.34611E+02  1.16619E+01
 -1.98129E+01  1.32702E+02  1.20808E+01
 -1.95638E+01  1.32344E+02  1.16512E+01
 -1.93147E+01  1.22789E+02  1.18670E+01
 -1.90656E+01  1.27623E+02  1.10233E+01
 -1.88165E+01  1.18550E+02  1.10567E+01
 -1.85674E+01  1.29975E+02  1.20294E+01
 -1.83184E+01  1.37328E+02  1.19133E+01
 -1.80693E+01  1.32237E+02  1.13995E+01
 -1.78202E+01  1.16855E+02  1.07060E+01
 -1.75711E+01  1.13893E+02  1.14228E+01
 -1.73220E+01  1.30500E+02  1.14031E+01
 -1.70729E+01  1.26527E+02  1.18332E+01
 -1.68239E+01  1.30843E+02  1.11943E+01
 -1.65748E+01  1.15040E+02  1.12983E+01
 -1.63257E+01  1.27409E+02  1.20689E+01
 -1.60766E+01  1.37575E+02  1.13575E+01
 -1.58275E+01  1.21705E+02  1.15160E+01
 -1.55784E+01  1.17129E+02  1.02539E+01
 -1.53294E+01  1.13003E+02  1.11464E+01
 -1.50803E+01  1.23565E+02  1.13675E+01
 -1.48312E+01  1.09569E+02  9.78682E+00
 -1.45821E+01  9.76508E+01  1.10063E+01
 -1.43330E+01  1.22302E+02  1.09703E+01
 -1.40839E+01  1.00996E+02  1.03608E+01
 -1.38349E+01  1.10114E+02  1.08812E+01
 -1.35858E+01  1.14679E+02  1.05762E+01
 -1.33367E+01  1.09182E+02  1.08554E+01
 -1.30876E+01  1.12632E+02  1.07961E+01
 -1.28385E+01  1.12928E+02  1.12732E+01
 -1.25894E+01  1.19861E+02  1.08360E+01
 -1.23404E+01  1.10061E+02  1.06133E+01
 -1.20913E+01  1.07564E+02  1.07551E+01
 -1.18422E+01  1.06144E+02  1.04200E+01
 -1.15931E+01  1.09669E+02  1.08937E+01
 -1.13440E+01  1.06474E+02  9.97225E+00
 -1.10949E+01  1.01849E+02  1.08021E+01
 -1.08459E+01  1.19340E+02  1.11898E+01
 -1.05968E+01  1.09343E+02  1.07944E+01
 -1.03477E+01  1.16389E+02  1.08572E+01
 -1.00986E+01  1.06917E+02  1.02419E+01
 -9.84952E+00  1.09189E+02  1.17584E+01
 -9.60043E+00  1.19237E+02  1.03985E+01
 -9.35135E+00  1.08632E+02  1.06798E+01
 -9.10227E+00  1.09782E+02  1.07772E+01
 -8.85318E+00  9.80306E+01  1.02908E+01
 -8.60410E+00  1.12012E+02  1.12090E+01
 -8.35502E+00  1.21290E+02  1.09927E+01
 -8.10593E+00  1.27866E+02  1.18650E+01
 -7.85685E+00  1.16439E+02  1.08715E+01
 -7.60777E+00  1.17533E+02  1.11758E+01
 -7.35868E+00  1.16463E+02  1.13528E+01
 -7.10960E+00  1.18355E+02  1.09589E+01
 -6.86052E+00  1.24138E+02  1.17719E+01
 -6.61143E+00  1.31265E+02  1.15389E+01
 -6.36235E+00  1.24635E+02  1.16919E+01
 -6.11327E+00  1.39049E+02  1.18538E+01
 -5.86418E+00  1.29374E+02  1.18063E+01
 -5.61510E+00  1.21292E+02  1.11933E+01
 -5.36602E+00  1.31913E+02  1.18792E+01
 -5.11694E+00  1.23240E+02  1.11445E+01
 -4.86785E+00  1.23650E+02  1.17992E+01
 -4.61877E+00  1.26181E+02  1.19903E+01
 -4.36969E+00  1.38885E+02  1.17210E+01
 -4.12060E+00  1.26368E+02  1.23035E+01
 -3.87152E+00  1.42108E+02  1.29983E+01
 -3.62244E+00  1.51079E+02  1.31977E+01
 -3.37335E+00  1.36614E+02  1.24059E+01
 -3.12427E+00  1.19454E+02  1.32401E+01
 -2.87519E+00  1.36121E+02  1.34123E+01
 -2.62610E+00  1.36300E+02  1.48787E+01
 -2.37702E+00  1.38626E+02  1.59418E+01
 -2.12794E+00  1.44539E+02  1.80900E+01
 -1.87885E+00  1.52738E+02  2.32479E+01
 -1.62977E+00  1.58211E+02  2.73751E+01
 -1.38069E+00  1.55680E+02  3.37723E+01
 -1.13160E+00  1.44599E+02  4.66540E+01
 -8.82519E-01  1.31309E+02  6.87205E+01
 -6.33435E-01  1.25353E+02  9.74299E+01
 -3.84352E-01  1.31814E+02  1.23217E+02
 -1.35269E-01  1.44505E+02  1.35551E+02
  1.13815E-01  1.51051E+02  1.25892E+02
  3.62898E-01  1.47699E+02  1.00585E+02
  6.11981E-01  1.41636E+02  7.19627E+01
  8.61064E-01  1.40613E+02  5.15494E+01
  1.11015E+00  1.43694E+02  3.93566E+01
  1.35923E+00  1.46907E+02  3.21365E+01
  1.60831E+00  1.49713E+02  2.85448E+01
  1.85740E+00  1.52886E+02  2.39854E+01
  2.10648E+00  1.55512E+02  2.03059E+01
  2.35556E+00  1.56557E+02  1.72493E+01
  2.60465E+00  1.56486E+02  1.71408E+01
  2.85373E+00  1.55721E+02  1.56624E+01
  3.10281E+00  1.54075E+02  1.40343E+01
  3.35190E+00  1.39928E+02  1.35515E+01
  3.60098E+00  1.38050E+02  1.38740E+01
  3.85006E+00  1.56399E+02  1.30380E+01
  4.09915E+00  1.47629E+02  1.35178E+01
  4.34823E+00  1.70899E+02  1.36968E+01
  4.59731E+00  1.52191E+02  1.23683E+01
  4.84640E+00  1.50731E+02  1.31461E+01
  5.09548E+00  1.62249E+02  1.29717E+01
  5.34456E+00  1.60214E+02  1.29235E+01
  5.59365E+00  1.39458E+02  1.17855E+01
  5.84273E+00  1.47524E+02  1.32912E+01
  6.09181E+00  1.58274E+02  1.23272E+01
  6.34090E+00  1.40326E+02  1.18951E+01
  6.58998E+00  1.42632E+02  1.25266E+01
  6.83906E+00  1.51559E+02  1.24462E+01
  7.08815E+00  1.48203E+02  1.24348E+01
  7.33723E+00  1.64131E+02  1.32339E+01
  7.58631E+00  1.68283E+02  1.34256E+01
  7.83540E+00  1.78789E+02  1.31921E+01
  8.08448E+00  1.55912E+02  1.26032E+01
  8.33356E+00  1.60114E+02  1.30217E+01
  8.58265E+00  1.68156E+02  1.31121E+01
  8.83173E+00  1.62724E+02  1.29027E+01
  9.08081E+00  1.46596E+02  1.25408E+01
  9.32990E+00  1.55821E+02  1.32137E+01
  9.57898E+00  1.70101E+02  1.27794E+01
  9.82806E+00  1.70281E+02  1.33364E+01
  1.00771E+01  1.75909E+02  1.27919E+01
  1.03262E+01  1.46864E+02  1.30684E+01
  1.05753E+01  1.77812E+02  1.33715E+01
  1.08244E+01  1.75928E+02  1.34758E+01
  1.10735E+01  1.68515E+02  1.33535E+01
  1.13226E+01  1.67302E+02  1.24231E+01
  1.15716E+01  1.76573E+02  1.45816E+01
  1.18207E+01  2.10261E+02  1.37784E+01
  1.20698E+01  1.67114E+02  1.28703E+01
  1.23189E+01  1.64795E+02  1.33870E+01
  1.25680E+01  1.79221E+02  1.37341E+01
  1.28171E+01  2.02051E+02  1.47234E+01
  1.30661E+01  2.07187E+02  1.42392E+01
  1.33152E+01  1.95304E+02  1.43858E+01
  1.35643E+01  1.99365E+02  1.40711E+01
  1.38134E+01  1.97067E+02  1.34437E+01
  1.40625E+01  1.60949E+02  1.32668E+01
  1.43116E+01  1.93546E+02  1.42473E+01
  1.45606E+01  1.87191E+02  1.34741E+01
  1.48097E+01  1.84303E+02  1.42906E+01
  1.50588E+01  1.86520E+02  1.35940E+01
  1.53079E+01  1.90359E+02  1.47080E+01
