File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNiSi a,hcp FeNiSi c,extrapeak Vol,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P3b_004,0.0016879410211766534,0.05813216096594987,23,28.5,0.860255,3,2.9800868511851695,2.384651355978912,3.8552892721350007,26.46590588723056,18.986170951326116,1.6167098232070005
