2theta,Intensity,Model,Residual,Background,extrapeak,hcp FeNiSi
23.00141627,1278.716797,1279.9043453220893,-1.187548322089242,1277.9722316340276,1.0415413074882947,0.8905723805733194
23.0115954,1278.637573,1279.4545814235216,-0.8170084235216564,1277.4589520154877,1.0899301236724501,0.9056992843614476
23.02177453,1276.895508,1279.0096490629344,-2.1141410629343227,1276.945934700681,1.142478178183573,0.9212361840698371
23.03195366,1275.47522,1278.570067394459,-3.094847394459066,1276.4331796896067,1.1996922038735574,0.937195500978876
23.04213279,1275.9724119999998,1278.1364184701952,-2.164006470195318,1275.9206869822656,1.2621414916144462,0.9535899963151208
23.05231192,1276.768921,1277.709352756953,-0.9404317569528757,1275.4084565786575,1.330463398617738,0.9704327796777167
23.06249105,1277.65271,1277.289594629384,0.36311537061601484,1274.8964884787824,1.4053688327310176,0.9877373178706794
23.07267018,1279.026367,1276.8779477425894,2.1484192574105236,1274.38478268264,1.487647615766547,1.0055174441828088
23.08284931,1278.617676,1276.475300182984,2.1423758170160454,1273.8733391902304,1.5781736245931028,1.0237873681605227
23.09302844,1277.7224119999998,1276.0826292976458,1.6397827023540685,1273.3621580015538,1.6779096101689035,1.0425616859230527
23.10320757,1277.52771,1275.7010061114638,1.826703888536258,1272.85123911661,1.78791160378037,1.061855391073386
23.1133867,1275.9884029999998,1275.3315992602384,0.6568037397614717,1272.3405825353993,1.9093328385759887,1.0816838862629816
23.12356584,1275.164551,1274.9756780561474,0.18887294385262976,1271.8301877566375,2.0434272837409004,1.1020630157690625
23.13374497,1276.880615,1274.6346167608658,2.2459982391342237,1271.3200557831506,2.191551979775208,1.123008997939947
23.1439241,1276.930176,1274.3098949194678,2.6202810805323224,1270.8101861133964,2.3551702468548137,1.1445385592164445
23.15410323,1274.492554,1274.003100903933,0.4894530960668817,1270.3005787473749,2.5358532870907666,1.1666688694675171
23.16428236,1272.84021,1273.7159336388274,-0.8757236388273668,1269.7912336850861,2.735282376124372,1.1894175776168359
23.17446149,1272.984375,1273.4502050240112,-0.4658300240112112,1269.2821509265307,2.955251268846734,1.2128028286339023
23.18464062,1272.830566,1273.2078432494818,-0.3772772494817218,1268.7733304717078,3.1976694960387024,1.2368432817352737
23.19481975,1272.530151,1272.9908977518976,-0.4607467518976591,1268.2647723206178,3.4645673013786986,1.2615581299010876
23.20499888,1272.352051,1272.8015468002895,-0.4494958002894691,1267.756476473261,3.758103206208414,1.2869671208200553
23.21517801,1272.194336,1272.6421089826508,-0.4477729826508039,1267.2484429296373,4.0805754736295645,1.3130905793839904
23.22535714,1272.170044,1272.5150602032732,-0.3450162032731896,1266.7406716897458,4.434439081665463,1.3399494318618566
23.23553627,1270.888916,1272.423058202434,-1.5341422024339408,1266.2331627535877,4.822330216953992,1.3675652318922966
23.2457154,1270.876099,1272.3689770872002,-1.492878087200097,1265.7259161211623,5.247100777594141,1.3959601884437314
23.25589453,1272.155884,1272.3559549288898,-0.2000709288897724,1265.21893179247,5.711865940518706,1.4251571959011875
23.26607366,1272.003784,1272.3874581551213,-0.3836741551212981,1264.7122097675103,6.2200685211606626,1.4551798664503481
23.27625279,1271.133667,1272.4673672584663,-1.3337002584662514,1264.2057500462836,6.775564647241963,1.486052564940757
23.28643193,1271.700195,1272.600089428883,-0.8998944288830444,1263.6995521316294,7.382736819203049,1.51780047805048
23.29661106,1272.78833,1272.7907037287446,-0.00237372874448738,1263.1936170181266,8.046637181524922,1.5504495290931728
23.30679019,1272.532959,1273.04514854503,-0.5121895450301963,1262.6879442083562,8.77317772803679,1.5840266086372272
23.31696932,1272.226929,1273.3704575242305,-1.1435285242305326,1262.182533702319,9.569364324410655,1.6185594975007507
23.32714845,1271.75354,1273.7750554527536,-2.021515452753647,1261.6773855000145,10.443593004776693,1.6540769479624802
23.33732758,1270.5776369999999,1274.2691231256294,-3.691486125629581,1261.1724996014427,11.406014786106715,1.690608738080078
23.34750671,1270.4438480000001,1274.8650392166771,-4.421191216677016,1260.6678760066043,12.468977479914397,1.728185730158532
23.35768584,1271.428711,1275.5779013644667,-4.149190364466676,1260.1635147154984,13.647546715293364,1.7668399336748206
23.36786497,1273.825439,1276.4261153325983,-2.6006763325983684,1259.659415728126,14.960095031486793,1.8066045729854472
23.3780441,1275.470825,1277.432013249725,-1.9611882497249553,1259.1555790444863,16.428920045074356,1.8475141601643417
23.38822323,1276.762939,1278.6224075546,-1.859468554599971,1258.6520046645792,18.08079831667904,1.8896045733416738
23.39840236,1277.447876,1280.0288860652186,-2.5810100652186065,1258.148692588405,19.94728033587593,1.9329131409374416
23.40858149,1279.123535,1281.6874735603121,-2.563938560312181,1257.6456428159636,22.064352012139373,1.977478732209258
23.41876062,1281.956665,1283.6369820857326,-1.6803170857326677,1257.1428553472554,24.470784883917446,2.0233418545598614
23.42893975,1285.432983,1285.9149017328746,-0.4819187328746466,1256.6403301822797,27.20402679251646,2.0705447580783463
23.43911888,1288.992676,1288.5490542313685,0.4436217686316013,1256.1380673210374,30.29185536251319,2.1191315478178736
23.44929802,1292.6723630000001,1291.5426539807759,1.129709019224265,1255.6360662704906,33.737439356087016,2.169148354198321
23.45947715,1296.915283,1294.8505838804317,2.0646991195683313,1255.1343280169717,37.49561259901163,2.22064326444839
23.46965628,1301.574341,1298.347346731625,3.2269942683749377,1254.6328520671857,41.440827908266094,2.2736667561732227
23.47983541,1305.095947,1301.7944830545143,3.3014639454856933,1254.1316384211323,45.334572982227726,2.328271651154276
23.49001454,1307.038208,1304.8283296024024,2.2098783975975493,1253.6306870788121,48.81312920018965,2.384513323400567
23.50019367,1307.996582,1306.9997708629228,0.9968111370772021,1253.1299980402246,51.42732295248202,2.4424498702161124
23.5103728,1307.83374,1307.885677479245,-0.05193747924499803,1252.6295713053703,52.75396387842329,2.502142295451437
23.52055193,1306.214233,1307.241299785255,-1.0270667852551014,1252.1294068742486,52.54823820528882,2.5636547057176884
23.53073106,1303.571533,1305.106036286609,-1.534503286608924,1251.6295047468602,50.8494770193712,2.627054520377447
23.54091019,1299.720459,1301.7856387591455,-2.0651797591456216,1251.1298649232044,47.96336113977915,2.692412696161943
23.55108932,1295.667725,1297.7245123852058,-2.05678738520578,1250.6304874032817,44.3342210146277,2.759803967296374
23.56126845,1292.464233,1293.3573239371276,-0.8930909371276812,1250.1313721870915,40.39664464799076,2.829307102045241
23.57144758,1288.824341,1289.0161099334946,-0.19176893349458624,1249.6325192746344,36.48258548224615,2.9010051766139027
23.58162671,1284.216553,1284.9072444189717,-0.6906914189717099,1249.1339286659104,32.798329885699275,2.9749858673620424
23.59180584,1280.5115970000002,1281.131851189903,-0.6202541899028802,1248.6356003609194,29.44490906668929,3.0513417622943626
23.60198497,1276.1369630000002,1277.7196598906457,-1.5826968906455932,1248.1375343596612,26.451954838191483,3.130170692792917
23.61216411,1272.5584720000002,1274.6592222789761,-2.1007502789759656,1247.6397301732213,23.80791593793984,3.2115761678149073
23.62234324,1271.3165279999998,1271.919200193393,-0.6026721933931185,1247.1421887796864,21.48134398718229,3.2956674265241412
23.63252237,1270.05896,1269.4613126239155,0.5976473760845238,1246.6449096898843,19.433842618064162,3.3825603159670723
23.6427015,1268.936035,1267.247371101919,1.688663898080904,1246.1478929038153,17.627100802526307,3.4723773955774937
23.65288063,1268.0463869999999,1265.2425951049609,2.803791895039012,1245.6511384214791,16.02620822147381,3.565248462007825
23.66305976,1266.282959,1263.416828773443,2.866130226556834,1245.154646242876,14.600871510408759,3.661311020158251
23.67323889,1264.203491,1261.7446627290044,2.458828270995582,1244.6584163680054,13.325535581635878,3.7607107793630155
23.68341802,1262.8278810000002,1260.2050443855717,2.622836614428479,1244.1624487968684,12.178993413985602,3.8636021747177467
23.69359715,1262.1877439999998,1258.7806940900757,3.407049909924126,1243.6667435294642,11.14380164744954,3.9701489131620593
23.70377628,1261.510864,1257.4574889691864,4.0533750308136405,1243.1713005657925,10.205663859929537,4.080524543464292
23.71395541,1260.623779,1256.2238900315265,4.399888968473533,1242.6761199058537,9.352857077007835,4.1949130486648265
23.72413454,1259.1030269999999,1255.070442234454,4.032584765545835,1242.1812015496478,8.575731226006438,4.31350945879978
23.73431367,1257.658813,1253.9893540885917,3.6694589114083556,1241.6865454971748,7.866288110604393,4.436520480812491
23.7444928,1257.371826,1252.974152537365,4.397673462635112,1241.1921517484348,7.217835647494685,4.564165141435401
23.75467193,1256.154663,1252.0194044510342,4.135258548965794,1240.6980203034282,6.624708710163768,4.696675437442259
23.76485106,1253.830811,1251.1204949044875,2.710316095512553,1240.2041511621537,6.082046756348819,4.834296985985019
23.7750302,1252.071411,1250.2734519440103,1.7979590559896224,1239.7105438398212,5.585618295309184,4.977289808879982
23.78520933,1250.717773,1249.4748142184437,1.2429587815563536,1239.2171993062702,5.131686526686286,5.125928385487159
23.79538846,1249.736328,1248.72152175968,1.0148062403200129,1238.7241170764523,4.7169016039547085,5.280503079272793
23.80556759,1248.7854,1248.0108403050622,0.7745596949378069,1238.2312971503677,4.338223043418275,5.441320111276076
23.81574672,1246.696899,1247.3403013515526,-0.6434023515525951,1237.7387395280157,3.9928596728945,5.608702150642356
23.82592585,1245.982788,1246.7076587025488,-0.724870702548742,1237.2464442093965,3.6782258307127083,5.782988662439465
23.83610498,1245.282104,1246.1108570765355,-0.8287530765355768,1236.7544111945108,3.3919097654397983,5.964536116584952
23.84628411,1243.401489,1245.5480098395929,-2.1465208395927675,1236.2626404833577,3.131651339519618,6.153718016715456
23.85646324,1241.6207279999999,1245.0173834570192,-3.3966554570192784,1235.7711320759372,2.8953266817099914,6.35092469937204
23.86664237,1240.622681,1244.5173867054934,-3.8947057054933794,1235.2798859722498,2.6809378892483133,6.5565628439954065
23.8768215,1240.141357,1244.0465630597087,-3.9052060597086893,1234.7889021722954,2.4866062646436355,6.771054622769679
23.88700063,1241.165161,1243.6035849773589,-2.4384239773589798,1234.2981806760736,2.3105678951181328,6.994836406167175
