File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNiSi a,hcp FeNiSi c,extrapeak Vol,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P4b_016,0.0014196842614621538,0.04905024759482895,23,28.5,0.860255,3,2.985300870230958,2.3633191904223416,3.793921359861913,26.605064900020682,18.351168348182007,1.6053359932239677
