@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 15:00:38 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -8.05995E+01 -2.82498E+00  0.00000E+00
 -8.03500E+01 -2.82464E+00  0.00000E+00
 -8.01005E+01 -7.45875E-01  8.94010E-02
 -7.98509E+01 -7.85140E-01  1.56182E+00
 -7.96014E+01 -1.40002E+00  1.55892E+00
 -7.93518E+01 -9.91987E-01  1.06452E+00
 -7.91023E+01 -2.09194E+00  3.50234E-01
 -7.88528E+01 -8.27184E-01  1.99313E+00
 -7.86032E+01  2.30713E-01  1.39647E+00
 -7.83537E+01 -3.25235E-01  1.45326E+00
 -7.81041E+01 -8.07904E-01  1.46461E+00
 -7.78546E+01 -1.27048E+00  1.40799E+00
 -7.76050E+01 -4.32785E-01  1.00903E+00
 -7.73555E+01 -1.56697E+00  1.38608E+00
 -7.71060E+01  1.46138E+00  2.30616E+00
 -7.68564E+01  1.27704E+00  1.82848E+00
 -7.66069E+01  3.01542E-01  1.36688E+00
 -7.63573E+01 -4.42300E-01  2.04409E+00
 -7.61078E+01  3.38096E+00  2.46619E+00
 -7.58583E+01  1.74844E+00  1.75066E+00
 -7.56087E+01 -8.97832E-03  1.77573E+00
 -7.53592E+01 -3.22805E-02  1.45339E+00
 -7.51096E+01 -8.19507E-01  1.10480E+00
 -7.48601E+01  1.97961E-02  1.97494E+00
 -7.46105E+01 -1.53089E-01  1.40720E+00
 -7.43610E+01 -9.99965E-01  1.08597E+00
 -7.41115E+01 -1.37933E+00  1.69946E+00
 -7.38619E+01  6.70244E-01  1.39555E+00
 -7.36124E+01 -1.93480E+00  4.69473E-01
 -7.33628E+01 -8.27637E-01  1.95485E+00
 -7.31133E+01  1.12582E-01  1.97940E+00
 -7.28638E+01  4.77813E-01  4.62985E-01
 -7.26142E+01 -2.20840E+00  1.44384E+00
 -7.23647E+01 -5.86530E-02  1.42629E+00
 -7.21151E+01 -1.95926E+00  1.40832E+00
 -7.18656E+01  1.77426E+00  2.45776E+00
 -7.16160E+01  9.52443E-01  1.08236E+00
 -7.13665E+01 -1.70493E-01  2.33052E+00
 -7.11170E+01  4.72500E+00  2.58527E+00
 -7.08674E+01  1.72713E+00  1.72428E+00
 -7.06179E+01  1.63548E+00  2.69752E+00
 -7.03683E+01  2.53243E+00  1.56095E+00
 -7.01188E+01  1.55495E+00  2.21692E+00
 -6.98693E+01  1.71906E+00  2.03352E+00
 -6.96197E+01 -6.81590E-01  1.39705E+00
 -6.93702E+01  7.32133E-01  1.75672E+00
 -6.91206E+01  2.78490E-02  1.77345E+00
 -6.88711E+01  1.15169E+00  1.73095E+00
 -6.86215E+01  2.00487E-01  2.00152E+00
 -6.83720E+01  2.97898E-01  1.09825E+00
 -6.81225E+01 -1.47252E+00  1.73526E+00
 -6.78729E+01 -4.80066E-01  9.95336E-01
 -6.76234E+01 -1.81269E+00  1.03631E+00
 -6.73738E+01 -1.08240E-01  2.02053E+00
 -6.71243E+01 -1.28452E-01  1.42201E+00
 -6.68748E+01 -4.84614E-01  1.15920E+00
 -6.66252E+01  1.91044E-01  1.95372E+00
 -6.63757E+01 -3.58737E-01  1.45299E+00
 -6.61261E+01  2.22074E+00  2.21140E+00
 -6.58766E+01  1.95850E+00  2.38604E+00
 -6.56270E+01  1.67704E+00  2.18001E+00
 -6.53775E+01  2.31072E+00  1.79895E+00
 -6.51280E+01 -4.45494E-01  1.40388E+00
