@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 15:00:38 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -8.06020E+01 -3.84650E-02  0.00000E+00
 -8.03524E+01 -3.85957E-02  0.00000E+00
 -8.01029E+01 -1.04278E-02  1.21352E-03
 -7.98533E+01 -1.05977E-02  2.12004E-02
 -7.96038E+01 -1.89964E-02  2.12640E-02
 -7.93542E+01 -1.35448E-02  1.46000E-02
 -7.91047E+01 -2.83673E-02  4.96351E-03
 -7.88552E+01 -1.14994E-02  2.70587E-02
 -7.86056E+01  3.06160E-03  1.91429E-02
 -7.83561E+01 -4.30519E-03  1.98151E-02
 -7.81065E+01 -1.09400E-02  1.99757E-02
 -7.78570E+01 -1.72811E-02  1.92125E-02
 -7.76075E+01 -5.98107E-03  1.38259E-02
 -7.73579E+01 -2.12582E-02  1.88631E-02
 -7.71084E+01  1.94692E-02  3.13588E-02
 -7.68588E+01  1.75427E-02  2.50114E-02
 -7.66093E+01  4.25224E-03  1.87151E-02
 -7.63597E+01 -6.08077E-03  2.78068E-02
 -7.61102E+01  4.55616E-02  3.35878E-02
 -7.58607E+01  2.42031E-02  2.39921E-02
 -7.56111E+01  5.63883E-05  2.42176E-02
 -7.53616E+01 -4.68043E-04  1.98713E-02
 -7.51120E+01 -1.10830E-02  1.51225E-02
 -7.48625E+01  1.39227E-04  2.68486E-02
 -7.46130E+01 -2.00687E-03  1.92838E-02
 -7.43634E+01 -1.34975E-02  1.48610E-02
 -7.41139E+01 -1.88254E-02  2.31142E-02
 -7.38643E+01  8.92908E-03  1.90795E-02
 -7.36148E+01 -2.59712E-02  6.64139E-03
 -7.33652E+01 -1.15300E-02  2.65425E-02
 -7.31157E+01  1.43347E-03  2.69957E-02
 -7.28662E+01  6.57593E-03  6.82147E-03
 -7.26166E+01 -2.97747E-02  1.96084E-02
 -7.23671E+01 -1.10677E-03  1.94568E-02
 -7.21175E+01 -2.64790E-02  1.92118E-02
 -7.18680E+01  2.36325E-02  3.34148E-02
 -7.16185E+01  1.32346E-02  1.50566E-02
 -7.13689E+01 -2.35989E-03  3.16676E-02
 -7.11194E+01  6.37532E-02  3.52310E-02
 -7.08698E+01  2.40731E-02  2.36603E-02
 -7.06203E+01  2.21540E-02  3.66888E-02
 -7.03707E+01  3.43926E-02  2.14944E-02
 -7.01212E+01  2.13246E-02  3.01650E-02
 -6.98717E+01  2.34316E-02  2.77623E-02
 -6.96221E+01 -9.00565E-03  1.91583E-02
 -6.93726E+01  9.72770E-03  2.39190E-02
 -6.91230E+01  4.81203E-04  2.41876E-02
 -6.88735E+01  1.55418E-02  2.36157E-02
 -6.86240E+01  2.88828E-03  2.72674E-02
 -6.83744E+01  4.07004E-03  1.51470E-02
 -6.81249E+01 -1.98463E-02  2.36003E-02
 -6.78753E+01 -6.68130E-03  1.37093E-02
 -6.76258E+01 -2.45297E-02  1.41299E-02
 -6.73762E+01 -1.74055E-03  2.74617E-02
 -6.71267E+01 -1.67929E-03  1.94913E-02
 -6.68772E+01 -6.57435E-03  1.58499E-02
 -6.66276E+01  2.51875E-03  2.65652E-02
 -6.63781E+01 -4.87427E-03  1.98958E-02
 -6.61285E+01  2.98892E-02  3.00805E-02
 -6.58790E+01  2.67946E-02  3.25233E-02
 -6.56295E+01  2.28425E-02  2.97636E-02
 -6.53799E+01  3.14601E-02  2.45930E-02
 -6.51304E+01 -5.66686E-03  1.92081E-02
