Fit results
,Deviator,background
value,1.021E-01, 1.09674E+00
error,0.000E+00, 2.62250E-02

Iteration history
Deviator,Quality,background,,
1.033E+02, 4.699E+01, 3.000E+00,  
6.244E+01, 3.157E+01, 2.600E+00, L
3.519E+01, 2.075E+01, 2.240E+00, L
1.766E+01, 1.293E+01, 1.916E+00, L
7.176E+00, 7.261E+00, 1.624E+00, L
1.807E+00, 2.620E+00, 1.362E+00, L
2.062E-01, 1.231E-01, 1.166E+00,  
1.202E-01, 3.704E-02, 1.126E+00,  
1.021E-01, 1.688E-08, 1.097E+00,  
1.021E-01,, 1.097E+00,  
