@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:49:03 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -7.08047E+01 -3.09618E+00  0.00000E+00
 -7.05554E+01 -3.09679E+00  0.00000E+00
 -7.03062E+01  2.51227E-01  4.66668E+00
 -7.00570E+01  3.62396E+00  5.10851E+00
 -6.98078E+01 -2.36395E-01  4.61911E-01
 -6.95586E+01 -8.94616E-01  1.87621E+00
 -6.93093E+01 -1.26144E-01  2.69760E+00
 -6.90601E+01  3.94877E+00  2.52119E+00
 -6.88109E+01  1.91487E+00  2.27254E+00
 -6.85617E+01 -9.12170E-02  2.29592E+00
 -6.83125E+01  4.57109E-01  8.77513E-01
 -6.80633E+01 -7.22813E-01  2.02045E+00
 -6.78140E+01  1.94811E+00  2.38402E+00
 -6.75648E+01 -8.34086E-01  1.16677E+00
 -6.73156E+01 -1.68224E+00  2.23443E+00
 -6.70664E+01  3.60415E+00  2.46722E+00
 -6.68172E+01  2.53256E+00  2.35943E+00
 -6.65679E+01 -3.34480E-02  2.17699E+00
 -6.63187E+01  1.83496E+00  2.23208E+00
 -6.60695E+01  7.40374E-01  2.82065E+00
 -6.58203E+01  2.51809E+00  1.42904E+00
 -6.55711E+01  3.10148E-01  2.52622E+00
 -6.53219E+01  3.47473E+00  2.40928E+00
 -6.50726E+01  2.43089E+00  1.92471E+00
 -6.48234E+01 -7.92541E-01  2.19579E+00
 -6.45742E+01  3.22484E+00  2.76181E+00
 -6.43250E+01  2.92995E+00  2.05178E+00
 -6.40758E+01  8.53364E-02  2.12753E+00
 -6.38265E+01  1.75840E+00  2.57993E+00
 -6.35773E+01  4.19399E+00  2.53641E+00
 -6.33281E+01  1.28302E-01  1.94693E+00
 -6.30789E+01  2.51522E+00  2.77035E+00
 -6.28297E+01  3.79666E+00  1.82671E+00
 -6.25804E+01  5.48667E-02  1.73374E+00
 -6.23312E+01  3.23761E-01  2.45787E+00
 -6.20820E+01  2.43377E+00  1.85473E+00
 -6.18328E+01  3.31692E+00  3.00448E+00
 -6.15836E+01  3.93819E+00  2.86903E+00
 -6.13344E+01  1.90016E+00  2.08099E+00
 -6.10851E+01 -9.88514E-01  1.33997E+00
 -6.08359E+01  5.57901E-01  2.42910E+00
 -6.05867E+01  4.09357E+00  2.63381E+00
 -6.03375E+01  3.58733E+00  2.34898E+00
 -6.00883E+01  3.84292E+00  3.14472E+00
 -5.98390E+01  4.94435E+00  2.36700E+00
 -5.95898E+01  6.28921E-01  2.35324E+00
 -5.93406E+01  5.96186E+00  3.19699E+00
 -5.90914E+01  2.95435E+00  2.30066E+00
 -5.88422E+01  4.07015E+00  2.95836E+00
 -5.85929E+01  5.71460E+00  3.29671E+00
 -5.83437E+01  8.02820E+00  3.83817E+00
 -5.80945E+01  7.78704E+00  3.27782E+00
 -5.78453E+01  8.69552E+00  3.57049E+00
 -5.75961E+01  1.26776E+01  3.84766E+00
 -5.73469E+01  9.41035E+00  3.73466E+00
