Fit results
,Deviator,norm,background
value,7.877E-01,-1.42842E+01, 8.73778E+00
error,0.000E+00, 3.50563E+00, 7.90980E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.72375E-01
background,-9.72375E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
6.163E+01, 4.784E+00,-8.000E+00,  , 3.000E+00,  
5.654E+01, 1.863E+01,-8.900E+00,  , 3.400E+00, L
3.955E+01, 5.847E+00,-7.910E+00, L, 3.840E+00,  
3.385E+01, 6.087E+00,-8.801E+00,  , 4.324E+00, L
2.757E+01, 5.163E-01,-9.781E+00, L, 4.856E+00,  
2.704E+01, 1.211E+00,-8.703E+00, L, 4.623E+00,  
2.629E+01, 6.013E+00,-7.733E+00, L, 4.452E+00,  
2.024E+01, 5.828E+00,-8.606E+00,  , 4.997E+00, L
1.477E+01, 5.247E+00,-9.567E+00,  , 5.596E+00, L
1.006E+01, 4.912E+00,-8.510E+00, L, 5.737E+00,  
5.702E+00, 6.613E+00,-9.461E+00, L, 6.410E+00,  
1.573E+00, 7.977E-01,-9.024E+00,  , 7.151E+00, L
1.097E+00, 1.855E-01,-8.993E+00,  , 7.462E+00,  
9.997E-01, 3.907E-02,-9.992E+00, L, 7.852E+00,  
1.017E+00, 3.534E-02,-1.109E+01, L, 8.219E+00,  
1.002E+00, 3.613E-01,-1.230E+01, L, 8.526E+00,  
7.928E-01, 6.850E-03,-1.363E+01, L, 8.614E+00,  
7.886E-01, 1.663E-03,-1.397E+01,  , 8.667E+00,  
7.877E-01, 4.874E-06,-1.427E+01,  , 8.734E+00,  
7.877E-01,,-1.428E+01,  , 8.738E+00,  
