File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC14_P1a_003,0.004554329318509608,0.10388120324127773,23,26,0.860255,3,2.859241488889017,2.9817223157265023,23.37504798352294,26.509503082202787
