# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 1.000e-04, 1.000e-04 m
# PONI: 1.797e-01, 1.289e-01 m
# Distance Sample to Detector: 0.31915368838 m
# Rotations: 0.000819 0.003304 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 319.156 mm
# Center: x=1286.121, y=1807.483 pix
# Tilt: 0.195 deg  TiltPlanRot: 103.923 deg
# 
# Wavelength: 8.60255e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
4.523617939E-01  9.647292328E+01
4.596477227E-01  9.516034698E+01
4.669336515E-01  9.701888275E+01
4.742195802E-01  9.655471039E+01
4.815055090E-01  9.649409485E+01
4.887914377E-01  9.769508362E+01
4.960773665E-01  9.805666351E+01
5.033632952E-01  9.769251251E+01
5.106492240E-01  9.750352478E+01
5.179351528E-01  9.689984894E+01
5.252210815E-01  9.732286072E+01
5.325070103E-01  9.548545074E+01
5.397929390E-01  9.426924896E+01
5.470788678E-01  9.277710724E+01
5.543647966E-01  9.315919495E+01
5.616507253E-01  9.312049103E+01
5.689366541E-01  9.435729980E+01
5.762225828E-01  9.491879272E+01
5.835085116E-01  9.706264496E+01
5.907944404E-01  9.714636993E+01
5.980803691E-01  9.713890076E+01
6.053662979E-01  9.569805908E+01
6.126522266E-01  9.605840302E+01
6.199381554E-01  9.669051361E+01
6.272240841E-01  9.684048462E+01
6.345100129E-01  9.578306580E+01
6.417959417E-01  9.403970337E+01
6.490818704E-01  9.404821777E+01
6.563677992E-01  9.327469635E+01
6.636537279E-01  9.320773315E+01
6.709396567E-01  9.285419464E+01
6.782255855E-01  9.341217804E+01
6.855115142E-01  9.425373077E+01
6.927974430E-01  9.479425812E+01
7.000833717E-01  9.492088318E+01
7.073693005E-01  9.529329681E+01
7.146552293E-01  9.551928711E+01
7.219411580E-01  9.528526306E+01
7.292270868E-01  9.616296387E+01
7.365130155E-01  9.544358826E+01
7.437989443E-01  9.499485016E+01
7.510848730E-01  9.416362762E+01
7.583708018E-01  9.476605988E+01
7.656567306E-01  9.524569702E+01
7.729426593E-01  9.482467651E+01
7.802285881E-01  9.531868744E+01
7.875145168E-01  9.474844360E+01
7.948004456E-01  9.429933167E+01
8.020863744E-01  9.402795410E+01
8.093723031E-01  9.408740997E+01
8.166582319E-01  9.456291199E+01
8.239441606E-01  9.495822144E+01
8.312300894E-01  9.516846466E+01
8.385160182E-01  9.566258240E+01
8.458019469E-01  9.657874298E+01
8.530878757E-01  9.726605225E+01
8.603738044E-01  9.781466675E+01
8.676597332E-01  9.766127014E+01
8.749456619E-01  9.669084930E+01
8.822315907E-01  9.523044586E+01
8.895175195E-01  9.465294647E+01
8.968034482E-01  9.390850067E+01
9.040893770E-01  9.319978333E+01
9.113753057E-01  9.215863037E+01
9.186612345E-01  9.218978882E+01
9.259471633E-01  9.295262146E+01
9.332330920E-01  9.365443420E+01
9.405190208E-01  9.382122803E+01
9.478049495E-01  9.431367493E+01
9.550908783E-01  9.460028076E+01
9.623768071E-01  9.456308746E+01
9.696627358E-01  9.475580597E+01
9.769486646E-01  9.493746185E+01
9.842345933E-01  9.476882935E+01
