@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:46:59 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -7.25447E+01 -4.15592E-02  0.00000E+00
 -7.22954E+01 -8.79005E-03  0.00000E+00
 -7.20461E+01 -2.48076E-02  0.00000E+00
 -7.17968E+01 -3.92585E-02  0.00000E+00
 -7.15475E+01  2.30795E-02  6.27128E-02
 -7.12982E+01  4.17443E-02  6.17522E-02
 -7.10489E+01 -6.50399E-03  2.99939E-02
 -7.07996E+01 -6.14063E-03  4.54702E-02
 -7.05503E+01 -1.75425E-02  3.01127E-02
 -7.03010E+01  3.75240E-04  4.21246E-02
 -7.00518E+01  3.32101E-02  4.53080E-02
 -6.98025E+01  3.91481E-02  3.56968E-02
 -6.95532E+01  2.20732E-02  2.68286E-02
 -6.93039E+01  1.21584E-02  2.61388E-02
 -6.90546E+01 -1.01341E-02  1.84027E-02
 -6.88053E+01 -1.11627E-02  1.89265E-02
 -6.85560E+01 -1.14078E-02  2.05483E-02
 -6.83067E+01 -5.44170E-03  1.75280E-02
 -6.80574E+01 -3.69975E-03  1.78734E-02
 -6.78081E+01 -5.98894E-03  2.12324E-02
 -6.75588E+01  1.24991E-02  2.14210E-02
 -6.73095E+01 -1.91451E-03  1.68905E-02
 -6.70602E+01  4.30496E-03  2.22053E-02
 -6.68109E+01  1.75378E-02  2.45852E-02
 -6.65616E+01  2.57346E-02  2.13038E-02
 -6.63123E+01  1.90426E-03  1.83366E-02
 -6.60630E+01  2.07268E-03  2.12144E-02
 -6.58137E+01  1.56600E-02  2.10021E-02
 -6.55645E+01  1.15620E-02  2.05034E-02
 -6.53152E+01  1.27046E-02  2.15625E-02
 -6.50659E+01  2.69523E-03  1.75146E-02
 -6.48166E+01 -9.81939E-03  1.15889E-02
 -6.45673E+01 -6.54125E-03  1.75635E-02
 -6.43180E+01 -8.80825E-03  1.91415E-02
 -6.40687E+01  2.84068E-02  2.75588E-02
 -6.38194E+01  4.33762E-02  2.47461E-02
 -6.35701E+01  1.52139E-02  2.04934E-02
 -6.33208E+01  1.11014E-02  2.18897E-02
 -6.30715E+01  1.75786E-02  2.07737E-02
 -6.28222E+01 -7.58695E-03  1.53879E-02
 -6.25729E+01 -1.23290E-02  1.85595E-02
 -6.23236E+01  3.18271E-02  2.64330E-02
 -6.20743E+01  3.84781E-02  2.38429E-02
