Date,Folder,Index,fLM,dfLM,KE,dKE,MFC,dMFC,fLM T=0,dfLM T=0,KE T=0,dKE T=0,Cvib,dCvib,Svib,dSvib,Resilience,dResilience,TLM,dTLM,IF,dIF,highTIF,dhighTIF,Fvib,dFvib,Phase,P,dP,V,dV,rho,drho,KT,dKT,KS,dKS,vphi,dvphi,Pvib,dPvib,Panh_5500K,Pel_5500K
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.8412,0.001,14.707,0.1045,250.861,5.2985,0.9334,0.0003,8.0721,0.0818,2.6167,0.014,2.7041,0.0131,138.3705,0.9825,1878.7,13.34,2.0668,0.1213,2.1475,0.0454,18.2519,0.5286,hcp,27.89,0.25,19.901,0.034,9.05,0.016,281.2,2.4,284.3,2.5,5605.0,25.0,2.2999,0.4944,3.3363,13.5808
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.8531,0.001,14.8264,0.1058,267.3309,5.6106,0.9363,0.0003,8.389,0.0841,2.5907,0.0138,2.5902,0.0125,151.6256,1.1345,2058.7,15.4,2.2053,0.1228,2.2885,0.048,21.9132,0.536,hcp,37.13,0.63,19.305,0.046,9.329,0.022,327.4,1.9,330.4,2.0,5951.0,19.0,2.3389,0.2963,3.2492,13.4415
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,0.863,0.0009,14.9405,0.1067,282.9023,5.2729,0.9386,0.0003,8.6801,0.0836,2.5655,0.0142,2.4929,0.0126,163.5569,1.2697,2220.6,17.24,2.3377,0.1238,2.4218,0.0451,25.1941,0.5312,hcp,40.97,0.99,19.087,0.055,9.436,0.027,346.6,1.7,349.5,1.8,6086.0,18.0,2.3532,0.23,3.2172,13.3899
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,0.8714,0.001,15.1787,0.1537,319.4833,10.2357,0.9409,0.0003,9.1405,0.1331,2.5224,0.0157,2.3822,0.0132,174.352,1.5457,2367.2,20.99,2.6141,0.1784,2.735,0.0876,29.6288,0.8245,hcp,54.92,1.09,18.397,0.046,9.79,0.025,413.1,1.2,415.8,1.2,6517.0,13.0,2.3984,0.1473,3.1158,13.2238
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,0.8797,0.001,15.3129,0.1841,338.9118,13.3749,0.943,0.0003,9.4422,0.1648,2.4953,0.0161,2.293,0.0129,189.2122,1.7787,2569.0,24.15,2.7699,0.2137,2.9013,0.1145,32.6886,1.013,hcp,68.87,0.9,17.829,0.035,10.102,0.02,477.8,1.0,480.4,1.1,6896.0,10.0,2.4356,0.2938,3.0319,13.0839
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.891,0.0013,15.6418,0.1884,389.1899,10.3691,0.9463,0.0004,10.0767,0.1558,2.4354,0.0217,2.1419,0.0172,214.8631,2.9342,2917.2,39.84,3.1515,0.2186,3.3317,0.0888,38.4086,0.957,hcp,85.61,3.54,17.258,0.059,10.436,0.036,552.8,1.5,555.3,1.6,7295.0,16.0,2.473,0.4832,2.9473,12.9404
