@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 04/17/18 at 11:31:04 -07:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -7.29414E+01  9.47645E-02  6.10653E-02
 -7.26933E+01 -6.25173E-03  4.16398E-02
 -7.24452E+01 -3.78659E-02  4.09854E-02
 -7.21971E+01 -7.74043E-03  4.98377E-02
 -7.19490E+01  2.01165E-02  4.78667E-02
 -7.17009E+01 -2.96516E-02  3.30000E-02
 -7.14528E+01 -4.61745E-02  4.31158E-02
 -7.12047E+01 -1.23726E-02  4.30793E-02
 -7.09566E+01  3.63291E-03  4.61528E-02
 -7.07085E+01 -8.74250E-03  4.23900E-02
 -7.04604E+01 -3.76063E-02  3.57824E-02
 -7.02123E+01 -3.99449E-02  3.94419E-02
 -6.99642E+01 -5.14860E-03  4.60300E-02
 -6.97161E+01 -2.98281E-03  4.42208E-02
 -6.94680E+01 -7.83243E-03  5.77015E-02
 -6.92199E+01  3.07161E-02  5.18321E-02
 -6.89718E+01  1.50268E-02  4.68073E-02
 -6.87237E+01 -2.67711E-02  3.84614E-02
 -6.84756E+01 -1.89614E-03  5.30925E-02
 -6.82275E+01  7.15721E-03  5.50201E-02
 -6.79794E+01  5.87917E-02  5.67753E-02
 -6.77313E+01  4.79286E-02  6.14055E-02
 -6.74832E+01  4.00742E-02  5.64005E-02
 -6.72351E+01  6.34853E-02  6.91463E-02
 -6.69870E+01  9.60967E-02  6.29727E-02
 -6.67389E+01  1.73854E-02  4.34229E-02
 -6.64908E+01  2.28027E-02  6.51252E-02
 -6.62427E+01  5.47020E-02  5.93718E-02
 -6.59946E+01  8.13866E-02  7.11195E-02
 -6.57465E+01  1.25273E-01  7.34970E-02
 -6.54984E+01  1.03422E-01  6.62301E-02
 -6.52503E+01  9.12148E-02  6.62212E-02
 -6.50022E+01  1.50728E-01  7.40506E-02
 -6.47541E+01  1.51581E-01  6.97641E-02
 -6.45060E+01  8.57585E-02  5.92842E-02
 -6.42579E+01  8.69645E-02  6.42673E-02
 -6.40098E+01  1.42565E-01  7.35074E-02
 -6.37617E+01  2.16206E-01  7.37002E-02
 -6.35136E+01  1.52779E-01  6.49726E-02
 -6.32655E+01  8.32625E-02  6.08869E-02
 -6.30174E+01  8.44250E-02  5.84630E-02
 -6.27693E+01  4.57665E-02  5.15025E-02
 -6.25212E+01  6.57429E-02  5.89488E-02
 -6.22731E+01  1.22544E-01  6.12628E-02
 -6.20250E+01  7.14977E-02  5.58852E-02
 -6.17769E+01  9.77074E-02  6.60593E-02
 -6.15288E+01  7.72404E-02  5.64367E-02
 -6.12807E+01  1.03312E-01  6.37270E-02
 -6.10326E+01  1.10788E-01  5.89223E-02
 -6.07845E+01  4.56152E-02  5.08376E-02
 -6.05364E+01 -9.05610E-03  4.14142E-02
 -6.02883E+01  5.43407E-02  6.17391E-02
 -6.00402E+01  8.73623E-02  5.53442E-02
 -5.97921E+01  8.31498E-02  5.70322E-02
 -5.95440E+01  5.65459E-02  5.21592E-02
 -5.92959E+01  1.69180E-02  4.79776E-02
 -5.90478E+01  2.16205E-02  4.76225E-02
 -5.87997E+01  4.24288E-02  5.64408E-02
 -5.85516E+01  1.01090E-01  6.52740E-02
 -5.83035E+01  9.31489E-02  5.12924E-02
 -5.80554E+01  3.67267E-02  4.96637E-02
 -5.78073E+01  8.01913E-02  5.73139E-02
 -5.75592E+01  5.18441E-02  5.69218E-02
 -5.73111E+01  3.80676E-02  5.17864E-02
 -5.70630E+01  5.90674E-02  4.91017E-02
 -5.68149E+01  3.94875E-02  4.89615E-02
 -5.65668E+01  3.86752E-02  5.30477E-02
 -5.63187E+01  3.08049E-02  5.24732E-02
 -5.60706E+01  9.16318E-02  6.39353E-02
 -5.58225E+01  5.93765E-02  4.64830E-02
 -5.55744E+01  2.42829E-02  5.11446E-02
 -5.53263E+01  4.26495E-02  5.68245E-02
 -5.50782E+01  4.98990E-02  5.06623E-02
 -5.48301E+01  3.95990E-02  4.81003E-02
 -5.45820E+01  5.37618E-02  5.36663E-02
