File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC11_P1b_003,0.003043200377642405,0.05215706060228732,23,26,0.860255,3,2.84583401040063,2.984139133294887,23.047758565397523,26.574016712723562
