Fit results
,Deviator,norm,background
value,9.902E-01,-1.17682E+01, 7.82703E+00
error,0.000E+00, 3.42811E+00, 7.11759E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.61940E-01
background,-9.61940E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
4.401E+01, 1.269E+01,-5.000E+00,  , 3.000E+00,  
3.233E+01, 1.162E+01,-4.400E+00, L, 3.381E+00,  
2.174E+01, 9.648E+00,-3.860E+00, L, 3.819E+00,  
1.325E+01, 7.059E-01,-3.374E+00, L, 4.296E+00,  
1.257E+01, 5.267E+00,-2.937E+00, L, 4.261E+00,  
7.763E+00, 5.027E+00,-3.330E+00, L, 4.787E+00,  
3.885E+00, 1.937E+00,-3.330E+00,T , 5.366E+00, L
2.459E+00, 6.424E-01,-3.763E+00, L, 5.848E+00,  
2.033E+00, 2.831E-01,-4.240E+00, L, 6.203E+00,  
2.373E+00,-3.687E-01,-4.764E+00, L, 6.755E+00,  
2.874E+00,-3.546E-01,-5.340E+00, L, 7.070E+00,  
3.316E+00,-1.832E-01,-5.974E+00, L, 7.330E+00,  
3.504E+00, 3.508E+00,-6.671E+00, L, 7.545E+00,  
1.602E+00, 9.975E-02,-5.904E+00, L, 6.691E+00,  
1.538E+00,-9.834E-02,-6.595E+00, L, 6.926E+00,  
1.841E+00,-8.364E-02,-7.354E+00, L, 7.295E+00,  
1.967E+00,-4.101E-02,-8.189E+00, L, 7.555E+00,  
2.041E+00, 3.376E-01,-9.108E+00, L, 7.796E+00,  
1.742E+00, 1.083E+00,-1.012E+01, L, 7.935E+00,  
1.048E+00, 1.111E-01,-1.123E+01, L, 7.840E+00,  
9.908E-01, 1.386E-03,-1.164E+01,  , 7.805E+00,  
9.902E-01, 7.309E-05,-1.182E+01,  , 7.838E+00,  
9.902E-01,,-1.177E+01,  , 7.827E+00,  
