Parameters,Values,Std
hcp FeNi Peak 0 Intensity,23.608771220233404,0.317192503402207
hcp FeNi Peak 1 Intensity,8.478684588438577e-19,0.1602612228542877
hcp FeNi Peak 2 Intensity,48.20408734933164,0.5658571641788129
extrapeak Peak 0 Intensity,10.357868209134427,0.8087114185465945
hcp FeNi Peak Width,0.1662627863722171,0.0010232116022960635
extrapeak Peak Width,0.10595044683377189,0.003933656291661461
hcp FeNi Peak Shape,0.016580426809847903,0.0016812593306091757
extrapeak Peak Shape,0.019567516472330765,0.007668653504311927
hcp FeNi a,2.3416311281920557,0.00012100819103906757
hcp FeNi c,3.708599177835029,0.0007418349512044884
extrapeak a,2.96004192962194,0.00024561193725432967
Background 0,2278.7629724510784,66.80414723883887
Background 1,-232.05781908352492,7.7998085064178255
Background 2,9.46679122838535,0.3020544599074557
Background 3,-0.12365977059667954,0.003879939786502393
