File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P8a_030,0.0020061549682178757,0.044023669081976545,22,30,0.860255,4,2.3416311281920557,3.708599177835029,2.96004192962194,17.610735518373254,1.5837674573016085,25.935438127338703
