File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNiSi a,hcp FeNiSi c,extrapeak Vol,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P5b_022,0.001412150115375595,0.05849599868065879,23,28.8,0.860255,3,2.9840218395078058,2.3447545819994295,3.7375659838174964,26.57088330197504,17.795667663509604,1.5940115918785762
