File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P4b_016,0.0037815555397776304,0.0815685621940935,22,29,0.860255,3,2.4389744311795116,3.9222990467922103,2.965914696493432,20.206254979017785,1.6081755497926022,26.090113475983472
