Parameters,Values,Std
hcp FeNi Peak 0 Intensity,2.614349210099282,0.43577757715628024
hcp FeNi Peak 1 Intensity,1.9967187740360823,0.33157145332923654
hcp FeNi Peak 2 Intensity,6.799599556902917,1.1033830875672692
extrapeak Peak 0 Intensity,28.60291684608631,1.6363244592961332
hcp FeNi Peak Width,0.28775684128226375,0.01144307246317365
extrapeak Peak Width,0.09834544081616366,0.003537043004470445
hcp FeNi Peak Shape,0.9999999999999101,0.22783361679992267
extrapeak Peak Shape,0.012490752453516869,0.004950397869093811
hcp FeNi a,2.4389744311795116,0.00020084242493290713
hcp FeNi c,3.9222990467922103,0.0007022197120962775
extrapeak a,2.965914696493432,0.00025021407983630625
Background 0,252.03641180778445,12.799975264701843
Background 1,18.940254895119153,1.0106539573840834
Background 2,-0.4319451312262887,0.019764780467235166
