File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC14_P2b_004,0.004786204656816317,0.11137017738068819,23,26,0.860255,3,2.8430353678051903,2.9815563992671845,22.979828714334573,26.505078003992494
