Parameters,Values,Std
bcc FeNi Peak 0 Intensity,10.295444875591711,3.4493136326390887
extrapeak Peak 0 Intensity,1.858846976377557,2.766219149056613
bcc FeNi Peak Width,0.11491143683285063,0.003091644147611118
extrapeak Peak Width,0.15641322882969744,0.02647429425970715
bcc FeNi Peak Shape,0.9999999999999998,0.37944281388862344
extrapeak Peak Shape,0.9999999999959491,1.7676938859973927
bcc FeNi a,2.8430353678051903,4.0545098598432776e-05
extrapeak a,2.9815563992671845,0.000370548934907649
Background 0,3896.908156330711,135.39333072147807
Background 1,-264.40394156686506,11.044336301422584
Background 2,5.150768533014168,0.2249223720315061
