Fit results
,Deviator,norm,background
value,5.786E-01,-1.86606E+01, 2.29491E+00
error,0.000E+00, 3.21792E+00, 2.17444E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.21012E-01
background,-9.21012E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
6.009E-01, 5.339E-02,-1.800E+01,  , 2.300E+00,  
1.121E+00, 9.836E-02,-1.803E+01,  , 2.254E+00,  
6.170E-01, 5.966E-02,-1.993E+01, L, 2.345E+00,  
5.793E-01, 1.246E-02,-1.872E+01,  , 2.298E+00,  
1.125E+00, 9.344E-02,-1.786E+01,  , 2.242E+00,  
6.077E-01, 4.533E-02,-1.975E+01, L, 2.340E+00,  
5.785E-01, 1.082E-02,-1.866E+01,  , 2.295E+00,  
1.126E+00, 9.294E-02,-1.785E+01,  , 2.241E+00,  
6.069E-01, 4.381E-02,-1.974E+01, L, 2.340E+00,  
5.786E-01,,-1.866E+01,  , 2.295E+00,  
